Price per Oz_1,Price per Oz_2,Price per Oz_3,Price per Oz_4,Price per Oz_5,Sales_1,Sales_2,Sales_3,Sales_4,Sales_5,GrMar_1,GrMar_2,GrMar_3,GrMar_4,GrMar_5,Profits_1,Profits_2,Profits_3,Profits_4,Profits_5,Feat_1,Feat_2,Feat_3,Feat_4,Feat_5,Disp_1,Disp_2,Disp_3,Disp_4,Disp_5,Total Profits
0.03773375000000017,0.05240529165531583,0.037036250000002845,0.02870937500000017,0.016457812499999894,22816.008659152318,14622.746714320714,6850.466861657455,20034.71021792528,105639.19352326164,0.20452490175243948,0.3053293453616954,0.3153935683365494,0.1681140251335382,0.07611365837563236,11274.716160070222,22465.12588458703,5132.489053781708,6180.897800585322,8770.52763542545,0,1,0,0,0,0,1,0,0,0,53823.75653444973
0.039426718750000186,0.04480470831107791,0.04038312500000354,0.043754375000000484,0.03808593749999751,20851.189842992128,18494.3871277548,8611.567765006595,10459.6790206402,14097.110828265877,0.22568496069681024,0.24614114707893928,0.3538038267680047,0.353325185149332,0.46982430267450936,11902.913360803646,19569.865465269282,7854.8243060697805,10319.83632423302,16057.878107570255,0,1,0,0,0,1,0,0,0,0,65705.31756394598
0.053721531250000384,0.04418216664351809,0.03040375000000147,0.03539250000000032,0.023859374999999083,7866.9554164327665,15387.298850876208,94018.90138169882,14734.50656381664,43261.424290897856,0.3665330677698704,0.2401877553055998,0.22630890277681542,0.2588810952519177,0.25024588429482525,9914.99737287392,15649.061104215549,42038.382862957966,8663.213638659752,16948.66607753178,0,0,1,0,0,1,0,0,0,0,93214.32105623896
0.033461312500000104,0.054045270824335405,0.03221500000000185,0.0251765625000001,0.03221249999999816,29331.229577277398,9550.791525318258,9368.425284797384,105051.70420772597,7808.104830210262,0.15105227517298378,0.3179492398184554,0.25210043578961766,0.11131935331105938,0.39057898315692663,9511.070359189687,15755.214375532489,4854.426215746129,18813.448560111647,6273.8722700133185,0,0,0,1,0,0,0,0,1,0,55208.03178059327
0.041710687500000204,0.06025674999991371,0.023740625000000088,0.03573250000000031,0.036051562499997726,26329.77782267798,8566.435281290753,75653.8537778025,13687.803596164043,6412.462894456421,0.2509840998232029,0.36006390216294587,0.11296965133653324,0.2638258067686721,0.4436881934684618,17657.268761732244,17841.15271011086,12631.683711715892,8287.885591781018,6582.070351144976,1,0,0,0,0,0,0,0,0,1,63000.06112648499
0.026677125000000006,0.045896479145977616,0.030561250000001514,0.0248153125000001,0.017446874999999782,51926.13817668891,15855.973827155185,8693.091235716762,23126.4652726404,108076.80514813752,0.04770652466647051,0.2556645139597276,0.2280650907895618,0.10382294245118534,0.10234058480918169,4194.95908801603,17846.593740150543,3875.766863271827,3798.920073185039,12670.562727137945,0,1,0,0,0,0,0,0,0,1,42386.80249176139
0.03966681250000019,0.052447104155375825,0.026435625000000657,0.04144343750000044,0.019307812499999574,16700.394250322977,10888.224482284595,152131.97298340377,6710.168506637493,64780.78583501298,0.22711963191333379,0.30650108968291634,0.16178279159820103,0.32847578470020106,0.15088957492904576,9629.215062531748,16804.485679058474,41802.871237198335,5835.757084173926,11971.759568830073,0,0,1,0,0,0,1,0,0,0,86044.08863179256
0.03580068750000012,0.046110187479617544,0.03842312500000313,0.04373312500000048,0.03619218749999771,26920.24602093921,17695.506568939934,9507.56470147521,9502.297433908016,15284.80258857001,0.18171486508932932,0.25654119582822066,0.3317148563066667,0.3526014379063326,0.4444500749213035,11200.772011560786,20115.96801713245,7727.406079385599,9411.194625353326,15780.811253110984,0,1,0,0,0,0,1,0,0,0,64236.15198654315
0.0562948437500004,0.05452379165835527,0.02800625000000098,0.03673656250000034,0.02016562499999949,6777.064807651244,11409.411703912821,150863.00951355195,11853.488089280223,47843.016297168695,0.38710493612709085,0.3222401879478779,0.18873831672123484,0.2753713561400064,0.16959028244274793,9452.971891635334,19260.862677343208,50822.94703871054,7675.597461296539,10601.020095327758,0,0,1,0,0,0,1,0,0,0,97813.39916431338
0.034889562500000124,0.04021462497115915,0.043808750000004254,0.041416875000000436,0.0381515624999975,30812.163143024965,16187.33565720905,4750.576862766373,28776.089583813464,17331.440559788898,0.17079060311175195,0.20448855785950654,0.3907734031380846,0.3289594465032431,0.4686418069938314,11743.230030342707,12771.041502943615,5206.77151347549,25116.147652278,19810.911016770788,0,0,0,1,0,0,1,0,0,0,74648.1017158106
0.03727203125000015,0.04054447913829906,0.03718937500000289,0.04135843750000044,0.031912499999998185,23663.071542074824,16307.899931314732,29917.485344209,10369.908730311012,27095.77955706532,0.20067617945235441,0.2080844601542042,0.316526613833565,0.32797097109705636,0.385256809317492,11359.092941478457,13225.824431641677,22692.745622607024,9012.466433749898,21306.778702191168,0,0,1,0,0,0,1,0,0,0,77596.90813166823
0.044948875000000256,0.04401956247661811,0.04513437500000453,0.03591843750000032,0.015974999999999937,15971.474936364606,14677.199414745728,4649.541178823744,37729.98575722834,236379.36916452248,0.2840676212202811,0.23882998427754626,0.40517828010812584,0.2649148909377612,0.06285328163227273,13065.944052465315,14832.409170747427,5445.988329200763,22990.622178325353,16666.56483615956,0,0,0,1,0,0,0,0,1,0,73001.52856689841
0.028948781250000034,0.04038187497139911,0.03757000000000297,0.04314875000000047,0.020573437499999438,46806.115048843974,14748.195942221033,22124.35685359261,6427.34074959846,166528.21358158352,0.08539564191389984,0.2058271929440391,0.3216082837330965,0.34682141016792434,0.18055990205266448,7352.575793409518,11788.298144328162,17076.93566571559,6181.8852937348665,37905.33736227881,0,0,1,0,0,0,0,0,0,1,80305.03225946694
