Price per Oz_1,Price per Oz_2,Price per Oz_3,Price per Oz_4,Price per Oz_5,Sales_1,Sales_2,Sales_3,Sales_4,Sales_5,GrMar_1,GrMar_2,GrMar_3,GrMar_4,GrMar_5,Profits_1,Profits_2,Profits_3,Profits_4,Profits_5,Feat_1,Feat_2,Feat_3,Feat_4,Feat_5,Disp_1,Disp_2,Disp_3,Disp_4,Disp_5,Total Profits
0.052359958362497926,0.05463651258351785,0.04039733500000068,0.038653178624996336,0.019543524375004628,9975.363658958831,14650.4519333859,10318.230802821216,14552.087664414832,80019.08077621167,0.3532163933388072,0.3213179217430988,0.35480920020309537,0.2988493285020936,0.1567550400934858,11810.574940613304,24693.88762134831,9484.551470648294,10754.93492628399,15914.613864822968,0,1,0,0,0,0,0,0,1,0,72658.56282371687
0.04989387542499613,0.046833736068158084,0.04020400200000049,0.03496174549999444,0.0186700256250053,11320.969698699952,13632.064848258084,8602.092649023083,15006.201180050844,287744.44560018124,0.3325112235452046,0.2631174105118398,0.3517866931864597,0.2546774281843484,0.13517674701702515,12038.552532930778,16118.332382921446,7767.981440438111,8518.920415613315,45684.23620111916,0,0,0,0,1,0,0,0,0,1,90128.02297302283
0.049741591962496015,0.04935854393011326,0.042014797000002525,0.031359215999992564,0.019936198125004315,11713.198373091744,12534.505849833018,6120.079595355451,62990.509815501886,76818.36308036139,0.3316204689429587,0.2826616675001187,0.3731007030377899,0.20565820356703016,0.16591388055333972,12367.324912160595,16764.913196491987,6192.981384519744,26100.81492180261,16858.530747963574,0,0,0,1,0,0,0,0,1,0,78284.56516293851
0.053373666187498656,0.04936716102179228,0.032835563999992136,0.03940692674999673,0.020278785937504054,16192.7841161476,12781.35809648133,27682.83673129627,10404.173738942729,91760.60911405392,0.3629644918297529,0.2832473604268167,0.26075585207145635,0.3081663799128188,0.1732786503456967,20095.28317916791,17156.229335591615,15120.7558598554,8091.131399224441,20453.132835174685,1,0,0,0,0,0,0,0,0,1,80916.53260901403
0.05416917681249922,0.05882011059368592,0.036797528999996616,0.04003698287499707,0.01975989562500446,8717.219704720315,9955.765181928415,46630.135039742025,10578.134795536036,63597.93185668904,0.3696216464430885,0.3508156655928572,0.3119322618704402,0.3138544840574555,0.1613978670071469,11174.777904651577,19720.332033761497,33975.89182727437,8534.913562195647,13032.750288259382,0,0,1,0,0,0,1,0,0,0,86438.66561614248
0.05553063642500022,0.04193491944863072,0.03966757099999987,0.04012588649999711,0.0182813587500056,8433.047984537532,17492.01076799175,12486.910752813092,25241.21120646828,169595.9425851583,0.38045211899216136,0.22106840406730224,0.3463994839953098,0.3151066190810985,0.1242770283464743,11394.15767938814,15551.332285584656,10985.395770988509,20413.245174486245,25136.362407756777,0,0,0,1,0,0,1,0,0,0,83480.49331820433
0.05443283176249943,0.04147390504380272,0.033608895999993,0.04270022624999843,0.0185418056250054,15506.171617170326,17090.071101235186,28396.608720167274,9928.295639586795,149895.25282443862,0.3707383078039394,0.2165411235658776,0.27077689466372823,0.34161299283165136,0.13188932745232604,20025.288774463246,14733.691978864043,16554.028309714042,9252.785210189775,23251.96352207627,1,0,0,0,0,0,0,0,1,0,83817.75779530738
0.05016207614999632,0.04546792703703215,0.04185141700000234,0.0420353817499981,0.02572613249999986,11229.875755290632,14360.823106386963,9220.921336700732,26422.97009560296,51012.925302944364,0.33475304316953725,0.2511625093215024,0.3705111053965045,0.3351906612444143,0.28420160101810865,12064.908715368018,15760.283203024605,9115.826870317598,23916.867761970952,23983.429069533682,0,0,0,1,0,1,0,0,0,0,84841.31562021485
0.050287084962496405,0.05418411527036887,0.03743471099999733,0.028514299999991083,0.02319979781250181,20314.680755656565,11133.649341749317,9110.32810019822,28735.905999474693,30972.718273841157,0.3359278874275707,0.3198444681895809,0.320424651486034,0.16389065876270778,0.2354254805095627,21966.653344451723,18539.696415107148,6983.87286113836,8595.085467491726,10935.913113225188,1,0,0,0,0,0,1,0,0,0,67021.22120141414
0.05213494249999776,0.04277508588733594,0.03452926999999405,0.03994421387499701,0.02579424937499981,9288.371371879135,16053.214141954355,25914.079078218947,27755.157033790038,43799.00374569153,0.35297962467042343,0.2281390144397154,0.2827114743103733,0.3130370307575753,0.2847708339957698,10934.700306194609,15031.28888051308,16184.925914598112,22238.35809790335,20562.36636388317,0,0,0,1,0,0,0,1,0,0,84951.63956309232
0.050171167699996334,0.05791100742154845,0.040947381000001316,0.027416533499990518,0.0195775828125046,11271.946646683624,9668.799656781654,5735.950695706561,90094.67220675234,51408.599918697546,0.33550761041919536,0.3446674389344589,0.36021822144677834,0.14714847804319353,0.15579349893115535,12161.099593328194,18540.198985714018,5447.594079566147,23366.110543080205,9989.976572923088,0,0,0,1,0,0,0,0,1,0,69504.97977461165
0.05525334415000002,0.0442486085644497,0.0420719800000026,0.029001337249991342,0.02196367687500276,8695.238953316622,15506.943924848609,6125.060406150935,29802.671697174115,117917.5074668067,0.37773376491691213,0.2408199770978059,0.37329208823249693,0.1708166222846411,0.2122683328884072,11624.376980393266,15883.70605931859,6160.065831953007,9456.553042551694,36193.960529214484,0,0,0,0,1,1,0,0,0,0,79318.66244343104
0.05369187043749889,0.045153403190747635,0.03852118799999856,0.03191582999999286,0.018375520312505524,9114.12812938856,14844.343299308659,9984.121793005568,23827.62707448647,216761.8007409221,0.36561023464051534,0.24864529605359803,0.33295462460043224,0.2142102622311032,0.12751148254576902,11433.740908821223,16021.91918968286,8169.125251762202,10507.022642079966,30467.316753381463,0,0,0,0,1,0,0,0,1,0,76599.12474572772
