"doc_id","text","timestamp","team","region","year","month","day","weekday","hour"
1267115137648873472,"sale men s nike chicago bulls hoodie  $67 97 on nike us  retail price $80  size 2xl left    ad",2020-05-31 15:26:05,"Chicago Bulls","Central",2020,"May",31,"Sun",15
1231382957350252544,"<u+0001f440>official images of nike kobe 5 protro  lakers",2020-02-23 00:59:09,"LA Lakers","Pacific",2020,"Feb",23,"Sun",0
1272967437298868224,"chicago bulls nba nike shorts  get here   ad",2020-06-16 19:01:02,"Chicago Bulls","Central",2020,"Jun",16,"Tue",19
1275730909128462336,"inspired by those brave enough to change the game   the toronto raptors nike pro hijab is available now    wethenorth",2020-06-24 10:02:05,"Toronto Raptors","Atlantic",2020,"Jun",24,"Wed",10
1190890822842994688,"227 s<u+2122> youtube chili   nike spicy   nba mix   rockets",2019-11-03 07:17:52,"Houston Rockets","Southwest",2019,"Nov",3,"Sun",7
1194434367071948800,"my artwork of jimmy butler   jimmybutler from  miamiheat    miamiheatfr  miamiheat fra  nba  nbafrance  nike  trashtalk fr<u+2026>",2019-11-13 01:58:39,"Miami Heat","Southeast",2019,"Nov",13,"Wed",1
1271412871545708544,"5 hot jerseys that are now up to 50  off at nike  <u+0001f525>  <u+0001f4a5> must cops  <u+0001f4a5>  chicago bulls  gt  la lakers  gt <u+2026>",2020-06-12 12:03:44,"LA Lakers","Pacific",2020,"Jun",12,"Fri",12
1199710568074092544,"5<u+fe0f><u+20e3>0<u+fe0f><u+20e3> years in the land     get your  cavs nike nba city editio<u+2026>",2019-11-27 15:24:23,"Cleveland Cavaliers","Central",2019,"Nov",27,"Wed",15
1259639192461639680,"nba x nike  trailblazers therma flex showtime hoodie is available now for only $74 97  retail $150  with free shipping  <u+2026>",2020-05-11 00:19:21,"Portland Trail Blazers","Northwest",2020,"May",11,"Mon",0
1289894269029818368,"nike nba detroit pistons warmup jersey large 1990s basketball vneck vintage  nike <u+2026>",2020-08-02 12:02:13,"Detroit Pistons","Central",2020,"Aug",2,"Sun",12
1208154828888662016,"nba  nikebasketball denver nuggets and detroit pistons  nbaxmas  sweepstakesand  sweepstakes",2019-12-20 22:38:52,"Denver Nuggets","Northwest",2019,"Dec",20,"Fri",22
1230483522118225920,"framed chris paul houston rockets autographed red nike swingman jersey  sportsmemorabilia<u+2026>",2020-02-20 13:25:07,"Houston Rockets","Southwest",2020,"Feb",20,"Thu",13
1289074681350242304,"<u+0001f455>nike jayson tatum icon edition swingman  boston celtics   <u+0001f6d2> 3 100 thb  <u+0001fa73> sweeks <u+201c>logo<u+201d> dyed short  color black white  <u+0001f6d2>1<u+2026>",2020-07-31 05:45:28,"Boston Celtics","Atlantic",2020,"Jul",31,"Fri",5
1290436853389242368,"<u+27a1><u+fe0f>does anyone think the nba will learn  <u+0001f19a>nike canceling more jersey sales  <u+0001f6ab>or will lust for china  amp  hatred of america win  <u+0001f62a>sa<u+2026>",2020-08-03 23:58:15,"Orlando Magic","Southeast",2020,"Aug",3,"Mon",23
1289012636353359872,"<u+0001f455>nike jayson tatum icon edition swingman  boston celtics   <u+0001f6d2> 3 100 thb  <u+0001fa73> sweeks <u+201c>logo<u+201d> dyed short  color black white  <u+0001f6d2>1<u+2026>",2020-07-31 01:38:55,"Boston Celtics","Atlantic",2020,"Jul",31,"Fri",1
1235228445770240000,"nike air force 1 <u+201c>what the la<u+201d><u+2063><u+2063> <u+2063><u+2063> a special mismatched design that is dedicated to the los angeles area sports fr<u+2026>",2020-03-04 15:39:45,"LA Clippers","Pacific",2020,"Mar",4,"Wed",15
1284939870625046528,"<u+0001f3c0><u+0001f1fa><u+0001f1f8> wizards 23 michael jordan white nike swingman jersey <u+0001f4cf> <u+27a1> <u+0001f182>   <u+0001f17c>   <u+0001f17b>   <u+0001f187><u+0001f17b>   <u+0001f187><u+0001f187><u+0001f17b> <u+0001f4b0> <u+27a1> 2<u+20e3>1<u+20e3><u+20ac> <u+0001f6d2> <u+27a1><u+2026>",2020-07-19 19:55:12,"Washington Wizards","Southeast",2020,"Jul",19,"Sun",19
1179052963127418880,"weekly specials  ds   brand new 2018 nike air max penny golden state warriors   65648  sz 11 5 w  half box availabl<u+2026>",2019-10-01 15:18:26,"Golden State Warriors","Pacific",2019,"Oct",1,"Tue",15
1296210287918538752,"joe harris of the brooklyn nets wearing the undftd x nike kobe 5 protro against toronto",2020-08-19 22:19:49,"Brooklyn Nets","Atlantic",2020,"Aug",19,"Wed",22
1226729610525728768,"debuts for the miami heat in the <u+201c>chaos<u+201d> nike kobe 5  <u+0001f4f8>  cameron browne",2020-02-10 04:48:25,"Miami Heat","Southeast",2020,"Feb",10,"Mon",4
1197765220652982272,"nets  brooklyn nets unveil 2019 20 city edition uniform by nike live from bed stuy",2019-11-22 06:34:16,"Brooklyn Nets","Atlantic",2019,"Nov",22,"Fri",6
1290396453446262784,"<u+27a1><u+fe0f>does anyone think the nba will learn  <u+0001f19a>nike canceling more jersey sales  <u+0001f6ab>or will lust for china  amp  hatred of america win  <u+0001f62a>sa<u+2026>",2020-08-03 21:17:43,"Orlando Magic","Southeast",2020,"Aug",3,"Mon",21
1262480449504522240,"michael jordan made $90 million in salary in the nba career   he now makes more than that every year from nike   he owns<u+2026>",2020-05-18 20:29:29,"Charlotte Hornets","Southeast",2020,"May",18,"Mon",20
1197566432176795648,"s indiana  pacers this afternoon will reveal a new nike city edition uniform that has a checkered flag pattern to pay homa<u+2026>",2019-11-21 17:24:21,"Indiana Pacers","Central",2019,"Nov",21,"Thu",17
1262255462822678528,"michael jordan made $90 million in salary in the nba career   he now makes more than that every year from nike   he owns<u+2026>",2020-05-18 05:35:28,"Charlotte Hornets","Southeast",2020,"May",18,"Mon",5
1187932126244753408,"mike pence has accused nike of   checking its social conscience at the door   for removing houston rockets merchandise from its<u+2026>",2019-10-26 03:21:04,"Houston Rockets","Southwest",2019,"Oct",26,"Sat",3
