Price per Oz_1,Price per Oz_2,Price per Oz_3,Price per Oz_4,Price per Oz_5,Sales_1,Sales_2,Sales_3,Sales_4,Sales_5,GrMar_1,GrMar_2,GrMar_3,GrMar_4,GrMar_5,Profits_1,Profits_2,Profits_3,Profits_4,Profits_5,Feat_1,Feat_2,Feat_3,Feat_4,Feat_5,Disp_1,Disp_2,Disp_3,Disp_4,Disp_5,Total Profits
0.0368780312500001,0.05801745833003429,0.026055000000000505,0.028369375000000103,0.027070312499998708,20107.89476330261,12294.218570562329,32042.485178999443,21916.47750664587,11694.575293950307,0.19411295741779996,0.34434187368313274,0.15581583310879035,0.16287701049555994,0.30964076542412816,9217.51620962463,23581.888577744478,8368.41678981009,6475.636585633134,6303.099516865661,0,1,0,0,0,0,1,0,0,0,53946.557679677986
0.04667878125000019,0.051675895820936006,0.027091875000000692,0.0411406250000004,0.0206203124999994,20809.256239848786,11370.050469445348,71026.41527984563,7780.111642282551,53932.453540691335,0.30229076659406945,0.300828701018201,0.17267606966492208,0.3262397845106543,0.18181509181376085,18824.879332899356,16961.51701119244,21189.56343037177,6663.121465547203,12802.261867771382,1,0,0,0,0,0,0,1,0,0,76441.34310778216
0.03970990625000011,0.05904883333151399,0.0328143750000019,0.044615000000000495,0.015740624999999897,18716.14504020303,11833.971559996739,22879.36276070746,5524.203471946772,181222.39460718603,0.22945739490805311,0.35138302515688097,0.2609359431956133,0.3607461931632606,0.054986619487161305,10915.59077239065,23546.851224798593,12704.244579326427,5700.9332297269775,11073.133097968237,0,1,0,0,0,0,0,0,0,1,63940.75290421089
0.033399750000000006,0.04669091664711731,0.036703750000002706,0.04214468750000041,0.026123437499998802,58866.89110176061,12126.009200621209,10446.187079150377,8252.215090420676,39090.39100201685,0.15021651903025302,0.2618843178494327,0.31127601692603735,0.33767709670604473,0.29219702553228916,18948.100975809004,14233.39203859832,7617.981656193853,7520.4728809049175,19010.511002347186,1,0,0,0,0,1,0,0,0,0,67330.45855385328
0.03248246874999999,0.0543518958247753,0.0318956250000017,0.035626250000000304,0.024520312499999,31622.39914609877,9391.120734076232,14708.345864126113,33858.700886059356,27861.446647353216,0.13747499559671233,0.3205368910181472,0.24702748807227942,0.26251600215431736,0.2627317634794899,9055.472572857165,15705.034313158412,7325.672231979905,20341.751245208332,11529.81003478449,0,0,0,1,0,0,0,0,1,0,63957.740397988295
0.042098531250000196,0.0584588124973342,0.03582000000000261,0.04490718750000051,0.03280781249999799,16382.53410200959,9046.844718016258,16476.822301762197,8621.03669465001,25166.14103397844,0.25476529422429695,0.34838657470252016,0.30010607047453697,0.3646019413702579,0.3988431540665293,11231.358671759908,17676.935918027324,11332.314728016674,9027.24087214139,21168.290060132626,0,0,0,0,1,1,0,0,0,0,70436.14025007792
0.027594406250000005,0.055499416659754996,0.033055000000002006,0.0354243750000003,0.019246874999999497,49604.27177219856,12047.972992349634,10474.250640328217,9741.60256269572,62010.13435134037,0.06242048428230078,0.32817948046015555,0.2632324428028839,0.2594670216905346,0.1494059073869075,5470.3294867592485,21069.42599111929,5840.089216948913,5714.91432556958,11326.644385384818,0,1,0,0,0,0,1,0,0,0,49421.40340578185
0.04522590625000019,0.05580604166019489,0.028146250000000997,0.020528125000000005,0.017624999999999703,23213.92834549185,9949.341318633562,22257.46797897936,50476.74589938862,41404.93952660698,0.2877519401352227,0.3297237839796807,0.19042908821397916,0.020028386887086594,0.10665160011009132,19329.334539843516,17588.821275587135,7587.844487284147,1404.3531693626726,5089.960756986521,1,0,0,0,0,0,0,1,0,0,51000.314229063995
0.04638943750000021,0.0538873124907754,0.029362500000001207,0.03793187500000031,0.0324046874999981,11645.381801657584,14417.851970197515,36335.63779414445,15796.205096374451,10803.80570349286,0.2993429149468661,0.3177388067549451,0.21019993547903493,0.2894597495881541,0.39238044952365586,10351.34052934596,23720.1594330185,14300.58922969513,11104.26131691047,8837.114957448883,0,1,0,0,0,0,0,0,1,0,68313.46546641894
0.03498806250000009,0.04370364580949819,0.0269125000000007,0.0256653125000001,0.021698437499999296,23573.413901126918,13711.902098416209,22319.855044394237,74684.02548238268,38141.899985961536,0.17206941100547105,0.23636759806287905,0.1695692378406069,0.11849875381650614,0.20354410124781103,9075.422638899472,13590.66601079226,6523.718351186314,14579.858035857835,10756.237881243065,0,0,0,1,0,0,0,0,1,0,54525.90291797895
0.0426402812500002,0.059499479165493904,0.028575000000001002,0.027482187500000095,0.027393749999998607,14352.824813706253,9072.230714057458,66110.81963691748,27585.62766645612,11326.991334905004,0.26172114846182376,0.35503452198546825,0.19693620628670794,0.14820044532373605,0.3135535361766291,10272.764216393922,18410.67547345679,24117.188121678028,7220.226686636375,6223.866094376303,0,0,1,0,0,0,1,0,0,0,66244.72059254142
0.03113425,0.05064452081945631,0.04188812500000381,0.0345212500000002,0.034982812499997795,40913.85405543638,10422.974990171882,13243.072713087819,17443.647152550886,11808.92270214153,0.1174237258961801,0.29258762896397705,0.37130455621975345,0.2474616047792909,0.43072118521933617,9598.800723938522,14842.255128077724,13202.27371358171,9534.687377671577,11531.68346174637,0,0,1,0,0,0,0,1,0,0,58709.7004050159
0.05535293750000041,0.054825770825455096,0.0316550000000017,0.02415125,0.016542187499999795,7566.280858732434,11246.364290929947,47662.78021274292,36689.12997020594,69555.11308644999,0.3794311039924924,0.32305811940744844,0.24386671862077233,0.0916192650040769,0.07816110578066753,10156.04727572244,19141.939916247033,23434.9209078364,5307.566039593193,5170.001199016385,0,0,1,0,0,0,1,0,0,0,63210.475338415454
